Year-month, Temperature
2014-08-01,25.3
2014-09-01,25.27
2014-10-01,25.56
2014-11-01,25.88
2014-12-01,25.91
2015-01-01,26.01
2015-02-01,26.46
2015-03-01,27.3
2015-04-01,28.21
2015-05-01,28.2
2015-06-01,28.07
2015-07-01,27.66
2015-08-01,27.21
2015-09-01,27.4
2015-10-01,27.6
2015-11-01,27.95
2015-12-01,28.07
2016-01-01,28.25
2016-02-01,28.38
2016-03-01,28.74
2016-04-01,28.2
2016-05-01,27.23
2016-06-01,26.48
2016-07-01,25.19
2016-08-01,24.59
2016-09-01,24.64
2016-10-01,24.42
2016-11-01,24.48
2016-12-01,24.76
2017-01-01,25.58
2017-02-01,26.83
2017-03-01,27.55
2017-04-01,28.03
2017-05-01,27.55
2017-06-01,26.68
2017-07-01,25.84
2017-08-01,24.87
2017-09-01,24.18
2017-10-01,24.26
2017-11-01,24.02
2017-12-01,24.0
2018-01-01,24.48
2018-02-01,25.5
2018-03-01,26.27
2018-04-01,26.96
2018-05-01,26.92
2018-06-01,26.63
2018-07-01,25.92
2018-08-01,25.06
2018-09-01,25.25
2018-10-01,25.73
2018-11-01,26.0
2018-12-01,26.14
2019-01-01,26.26
2019-02-01,26.99
2019-03-01,27.84
2019-04-01,28.13
2019-05-01,27.75
2019-06-01,26.82
2019-07-01,25.7
2019-08-01,24.79
2019-09-01,24.63
2019-10-01,25.14
2019-11-01,25.43
2019-12-01,25.47
2020-01-01,25.88
2020-02-01,26.51
2020-03-01,27.41
2020-04-01,27.86
2020-05-01,26.92
2020-06-01,25.93
2020-07-01,25.22
2020-08-01,24.5
2020-09-01,23.91
2020-10-01,23.88
2020-11-01,23.9
2020-12-01,24.41
2021-01-01,25.04
2021-02-01,25.68
2021-03-01,26.52
2021-04-01,26.79
2021-05-01,26.69
2021-06-01,26.3
2021-07-01,25.49
2021-08-01,24.66
2021-09-01,24.46
2021-10-01,24.23
2021-11-01,
2021-12-01,
